-1.10352,-10.2454,88.3032,-79.6478,-87.8558,28.6993
-1.10229,-10.2808,88.3063,-79.6484,-87.8577,28.7
-1.10352,-10.3265,88.3215,-79.6478,-87.8564,28.7006
-1.10474,-10.3864,88.3325,-79.6454,-87.8558,28.6993
-1.10718,-10.4395,88.3392,-79.6466,-87.8577,28.6987
-1.1084,-10.4913,88.3337,-79.6454,-87.8552,28.7018
-1.10962,-10.5396,88.3252,-79.646,-87.854,28.7012
-1.10962,-10.5713,88.3167,-79.6466,-87.8552,28.7
-1.11084,-10.6012,88.3173,-79.646,-87.8564,28.7
-1.11023,-10.6311,88.3209,-79.6466,-87.8577,28.7006
-1.1084,-10.647,88.3258,-79.6472,-87.8558,28.6993
-1.11328,-10.6506,88.3252,-79.6478,-87.8564,28.7
-1.11084,-10.6494,88.3203,-79.6466,-87.8577,28.7018
-1.11023,-10.6445,88.3185,-79.646,-87.8589,28.6987
-1.10779,-10.6366,88.3179,-79.6478,-87.8589,28.6987
-1.1084,-10.6305,88.3191,-79.6478,-87.8577,28.7
-1.10718,-10.6299,88.3185,-79.6509,-87.8577,28.6987
-1.10718,-10.6305,88.3179,-79.6497,-87.8564,28.7
-1.10474,-10.6366,88.3179,-79.6497,-87.8564,28.7
-1.10657,-10.6403,88.3185,-79.6497,-87.8571,28.7006
-1.10474,-10.6451,88.3185,-79.6484,-87.8564,28.6993
-1.10413,-10.6549,88.3191,-79.6466,-87.8558,28.6993
-1.10413,-10.6677,88.3179,-79.6478,-87.8546,28.7
-1.10474,-10.694,88.3191,-79.6472,-87.8571,28.6993
-1.10657,-10.7288,88.3197,-79.6466,-87.8564,28.6981
-1.10474,-10.7672,88.3203,-79.649,-87.8558,28.7018
-1.1084,-10.7935,88.3221,-79.6466,-87.8546,28.6987
-1.10779,-10.824,88.3234,-79.6454,-87.8558,28.6993
-1.10901,-10.8533,88.3258,-79.6478,-87.8558,28.7
-1.10901,-10.8673,88.3276,-79.646,-87.8577,28.7018
-1.10962,-10.8636,88.3276,-79.6472,-87.8577,28.7006
-1.10901,-10.8441,88.3295,-79.6466,-87.8564,28.6993
-1.10962,-10.824,88.3313,-79.6466,-87.8571,28.7012
-1.11145,-10.813,88.3301,-79.646,-87.8571,28.7012
-1.11267,-10.8136,88.3282,-79.6466,-87.8571,28.7012
-1.11267,-10.8221,88.3307,-79.6454,-87.8571,28.7
-1.11267,-10.8331,88.3307,-79.6472,-87.8577,28.6987
-1.11816,-10.8423,88.3325,-79.6466,-87.8564,28.6981
-1.12,-10.8429,88.3313,-79.6436,-87.8564,28.7006
-1.12427,-10.8374,88.3301,-79.6442,-87.8558,28.7012
-1.12793,-10.8307,88.3301,-79.6448,-87.8571,28.7006
-1.12976,-10.8289,88.3295,-79.6442,-87.8583,28.6993
-1.13708,-10.8295,88.3289,-79.6436,-87.8571,28.7018
-1.14563,-10.8331,88.3282,-79.6448,-87.8571,28.7
-1.16028,-10.835,88.3295,-79.6478,-87.8558,28.7006
-1.18225,-10.8344,88.3289,-79.6466,-87.8552,28.6993
-1.20972,-10.8325,88.3301,-79.6472,-87.8577,28.7
-1.23535,-10.8313,88.3295,-79.6429,-87.8558,28.7
-1.24756,-10.8319,88.3295,-79.6472,-87.8571,28.7
-1.24878,-10.8344,88.3301,-79.6466,-87.8564,28.7012
-1.24207,-10.8344,88.3307,-79.646,-87.8577,28.7006
-1.22803,-10.8331,88.3282,-79.6454,-87.8571,28.6993
-1.2146,-10.8337,88.3276,-79.6442,-87.8583,28.7012
-1.20605,-10.8356,88.3264,-79.6448,-87.8558,28.7012
-1.20789,-10.8344,88.3258,-79.6442,-87.8558,28.7
-1.2146,-10.8344,88.3264,-79.646,-87.8564,28.7
-1.21948,-10.8325,88.3276,-79.6466,-87.8583,28.6993
-1.21582,-10.8331,88.3276,-79.6478,-87.8558,28.6975
-1.21033,-10.835,88.327,-79.646,-87.8558,28.7012
-1.20422,-10.8356,88.3264,-79.6454,-87.8577,28.7018
-1.20361,-10.835,88.3282,-79.6448,-87.8558,28.7006
-1.2085,-10.8337,88.3282,-79.6454,-87.8552,28.6993
-1.21033,-10.8362,88.3264,-79.6466,-87.8546,28.6993
-1.20911,-10.8362,88.3276,-79.6454,-87.8558,28.7012
-1.20544,-10.8374,88.324,-79.6478,-87.8546,28.7
-1.203,-10.8374,88.3246,-79.6448,-87.8558,28.6981
-1.20361,-10.8386,88.3234,-79.646,-87.8564,28.7
-1.20667,-10.8398,88.3209,-79.6472,-87.8571,28.6993
-1.20605,-10.8398,88.3215,-79.6448,-87.8564,28.6993
-1.20544,-10.8429,88.3203,-79.6448,-87.8571,28.7012
-1.20605,-10.8423,88.3197,-79.6466,-87.8558,28.6993
-1.20605,-10.8423,88.3185,-79.6454,-87.8558,28.6987
-1.20483,-10.8441,88.3203,-79.6442,-87.8589,28.7
-1.20361,-10.8435,88.3191,-79.646,-87.8552,28.7018
-1.20483,-10.8466,88.3209,-79.6472,-87.8564,28.7012
-1.20667,-10.8472,88.3179,-79.6478,-87.8571,28.6993
-1.20667,-10.8472,88.3185,-79.646,-87.8552,28.6993
-1.20667,-10.8478,88.3191,-79.6478,-87.8558,28.6993
-1.20728,-10.8472,88.3173,-79.6478,-87.8564,28.7006
-1.20605,-10.8466,88.3173,-79.6466,-87.8564,28.6993
-1.20667,-10.8472,88.3167,-79.6472,-87.8571,28.7006
-1.20667,-10.8472,88.3167,-79.6472,-87.8564,28.6993
-1.20789,-10.8472,88.3167,-79.6472,-87.8564,28.6981
-1.20789,-10.8466,88.3167,-79.6472,-87.8552,28.7
-1.20972,-10.8459,88.3173,-79.6497,-87.854,28.7012
-1.20667,-10.8466,88.3167,-79.646,-87.8577,28.6993
-1.20911,-10.8447,88.3179,-79.6503,-87.8564,28.7
-1.21094,-10.8466,88.3185,-79.6484,-87.8571,28.6987
-1.20972,-10.8472,88.3173,-79.6472,-87.8558,28.7012
-1.21094,-10.8478,88.3185,-79.6478,-87.8577,28.6987
-1.20972,-10.8459,88.3179,-79.646,-87.8564,28.7006
-1.21216,-10.8466,88.3179,-79.6472,-87.8558,28.7012
-1.20911,-10.8453,88.3179,-79.6472,-87.8546,28.7
-1.20911,-10.8447,88.3185,-79.6478,-87.8558,28.7
-1.21033,-10.8459,88.3167,-79.6454,-87.8577,28.7006
-1.21033,-10.8441,88.3179,-79.6472,-87.8571,28.6993
-1.2085,-10.8435,88.3173,-79.6472,-87.8558,28.7
-1.21094,-10.8435,88.3179,-79.6497,-87.8564,28.7
-1.20972,-10.8417,88.3167,-79.6478,-87.8564,28.7
-1.20972,-10.8423,88.3173,-79.6478,-87.8552,28.7
-1.20911,-10.8423,88.3185,-79.6484,-87.8564,28.6987
-1.20911,-10.8417,88.3185,-79.646,-87.8564,28.7006
-1.20789,-10.8411,88.3197,-79.646,-87.8546,28.6987
-1.20728,-10.8398,88.3191,-79.646,-87.8552,28.7012
-1.20972,-10.8411,88.3173,-79.6454,-87.8571,28.7006
-1.2085,-10.8392,88.3173,-79.6484,-87.8564,28.7012
-1.20789,-10.8392,88.3191,-79.6472,-87.8571,28.7
-1.20972,-10.8398,88.3185,-79.6478,-87.8558,28.7006
-1.20911,-10.8386,88.3191,-79.6448,-87.8583,28.7006
-1.2085,-10.8386,88.3197,-79.6466,-87.8577,28.6993
-1.2085,-10.8386,88.3209,-79.646,-87.8558,28.7006
-1.20789,-10.8392,88.3185,-79.6466,-87.8558,28.7018
-1.21094,-10.838,88.3203,-79.6478,-87.8583,28.6993
-1.20728,-10.8398,88.3203,-79.6454,-87.8564,28.6993
-1.20911,-10.8374,88.3197,-79.6466,-87.8564,28.7
-1.21033,-10.8374,88.3191,-79.646,-87.8571,28.6987
-1.20789,-10.8374,88.3203,-79.6472,-87.8577,28.7
-1.20911,-10.8398,88.3191,-79.6478,-87.8577,28.7
-1.21094,-10.8362,88.3197,-79.6484,-87.8552,28.7006
-1.21399,-10.8392,88.3197,-79.6472,-87.8571,28.7024
-1.21155,-10.8374,88.3197,-79.6454,-87.8552,28.6993
-1.2085,-10.8386,88.3197,-79.646,-87.8552,28.7006
-1.21094,-10.838,88.3191,-79.6472,-87.8577,28.7
-1.20911,-10.8398,88.3209,-79.646,-87.8552,28.7006
-1.21033,-10.8374,88.3203,-79.6472,-87.8552,28.7006
-1.20911,-10.838,88.3209,-79.6472,-87.8546,28.7006
-1.20972,-10.8374,88.3197,-79.6478,-87.8583,28.6969
-1.21155,-10.8368,88.3203,-79.6454,-87.8552,28.6993
-1.21338,-10.8362,88.3209,-79.646,-87.8564,28.7018
-1.21216,-10.838,88.3228,-79.6454,-87.8564,28.7
-1.21033,-10.8374,88.3215,-79.6466,-87.8571,28.7
-1.21155,-10.8362,88.3197,-79.6478,-87.8571,28.7
-1.21094,-10.8386,88.3191,-79.6472,-87.8571,28.6987
-1.21094,-10.8368,88.3203,-79.6466,-87.8552,28.7
-1.20972,-10.8362,88.3191,-79.6484,-87.8571,28.7
-1.21094,-10.8344,88.3209,-79.646,-87.8552,28.7
-1.21094,-10.8374,88.3209,-79.6466,-87.8558,28.7
-1.2085,-10.8386,88.3203,-79.6484,-87.8564,28.7
-1.21033,-10.838,88.3185,-79.6478,-87.8564,28.7
-1.20911,-10.838,88.3228,-79.6472,-87.8558,28.6987
-1.21155,-10.8374,88.3215,-79.6472,-87.8558,28.6987
-1.21155,-10.8368,88.3221,-79.6478,-87.8558,28.7018
-1.21155,-10.8374,88.3203,-79.646,-87.8552,28.7
-1.20911,-10.8368,88.3203,-79.6478,-87.8577,28.7018
-1.20972,-10.8386,88.3197,-79.6484,-87.8577,28.7
-1.20911,-10.8374,88.3234,-79.6466,-87.8558,28.7012
-1.2085,-10.8362,88.3221,-79.6466,-87.8571,28.6987
-1.20789,-10.8386,88.3203,-79.6472,-87.8564,28.7
-1.20972,-10.8374,88.3221,-79.646,-87.8577,28.7006
-1.21094,-10.8362,88.3209,-79.6454,-87.8583,28.7018
-1.21033,-10.8362,88.3228,-79.646,-87.8564,28.7
-1.21033,-10.8392,88.3228,-79.646,-87.8564,28.7
-1.20911,-10.8368,88.3209,-79.6472,-87.8571,28.7006
-1.21094,-10.8386,88.3203,-79.6454,-87.8558,28.7006
-1.21277,-10.838,88.3228,-79.6478,-87.8564,28.7
-1.20911,-10.8374,88.324,-79.6466,-87.8564,28.7006
-1.21216,-10.8374,88.3246,-79.6478,-87.8577,28.7
-1.20789,-10.838,88.3215,-79.6472,-87.8558,28.7
-1.21216,-10.8398,88.3215,-79.6478,-87.8552,28.7006
-1.21033,-10.838,88.3203,-79.6472,-87.8583,28.6987
-1.21033,-10.8386,88.3215,-79.6466,-87.8558,28.6981
-1.21155,-10.8392,88.3221,-79.6478,-87.8583,28.6993
-1.21033,-10.8374,88.3215,-79.6466,-87.8564,28.7
-1.20728,-10.8386,88.3209,-79.6466,-87.8564,28.6993
-1.21033,-10.8386,88.3221,-79.6472,-87.8571,28.6993
-1.21033,-10.8398,88.3215,-79.646,-87.8577,28.7012
-1.20972,-10.8398,88.3215,-79.6472,-87.8577,28.7
-1.21155,-10.8386,88.3221,-79.6454,-87.8564,28.7012
-1.20972,-10.8405,88.3221,-79.6454,-87.8558,28.6987
-1.20972,-10.8392,88.3203,-79.646,-87.8558,28.6987
-1.21033,-10.8392,88.3215,-79.6454,-87.8558,28.6993
-1.21094,-10.8392,88.3215,-79.6472,-87.854,28.7
-1.21033,-10.8398,88.3215,-79.6472,-87.8552,28.6981
-1.20911,-10.8411,88.3215,-79.6466,-87.8564,28.7006
-1.21399,-10.8411,88.3221,-79.6466,-87.8558,28.7
-1.21155,-10.8417,88.3221,-79.646,-87.8564,28.7
-1.21033,-10.8398,88.3209,-79.6484,-87.8577,28.6993
-1.20972,-10.8405,88.3234,-79.6454,-87.8564,28.6993
-1.20911,-10.8398,88.3215,-79.6472,-87.8558,28.6993
-1.21094,-10.8405,88.3228,-79.6472,-87.8564,28.7
-1.20911,-10.8417,88.3221,-79.649,-87.8552,28.7018
-1.20911,-10.8411,88.324,-79.646,-87.8564,28.7012
-1.21338,-10.8411,88.3228,-79.6484,-87.8564,28.7012
-1.21155,-10.8392,88.3228,-79.6478,-87.8583,28.7
-1.21033,-10.8411,88.3221,-79.6466,-87.8571,28.7
-1.21033,-10.8423,88.3228,-79.646,-87.8577,28.7006
-1.21033,-10.8405,88.3221,-79.6454,-87.8552,28.7
-1.20972,-10.8398,88.3215,-79.646,-87.8558,28.7006
-1.20972,-10.8392,88.3203,-79.6472,-87.8558,28.7
-1.20972,-10.8405,88.3221,-79.6478,-87.8546,28.7006
-1.20972,-10.8405,88.3215,-79.6472,-87.8552,28.6987
-1.20972,-10.8398,88.3209,-79.6466,-87.8564,28.7012
-1.20972,-10.8398,88.3228,-79.6466,-87.8564,28.7
-1.21094,-10.8405,88.3215,-79.6472,-87.8577,28.6993
-1.21094,-10.8423,88.3221,-79.6472,-87.8571,28.7
-1.21094,-10.8398,88.3209,-79.6478,-87.8571,28.7012
-1.20911,-10.8417,88.3215,-79.6484,-87.8571,28.7012
-1.21033,-10.8423,88.3203,-79.646,-87.8571,28.7006
-1.20911,-10.8411,88.3215,-79.6472,-87.8546,28.7006
-1.20972,-10.8405,88.3234,-79.649,-87.8558,28.6993
-1.21094,-10.8398,88.3221,-79.6478,-87.854,28.6993
-1.21033,-10.8411,88.3221,-79.6484,-87.8564,28.7006
-1.21338,-10.8386,88.3228,-79.6454,-87.8571,28.7012
-1.21094,-10.8405,88.3209,-79.6472,-87.8558,28.6993
-1.21277,-10.838,88.3234,-79.6472,-87.8577,28.6993
-1.21216,-10.8392,88.3234,-79.6472,-87.8552,28.6993
-1.20972,-10.8405,88.3234,-79.6484,-87.8577,28.6981
-1.21033,-10.8392,88.3228,-79.6454,-87.8552,28.6975
-1.20972,-10.8405,88.3221,-79.6466,-87.8552,28.7006
