0.00183105,-0.12619,-0.0012207,-0.000610352,-0,-0.00244141
0.00305176,-0.12619,-0.0012207,-0.000610352,-0,-0.00305176
0.00427246,-0.123138,-0.0012207,-0.00427246,0.00137329,-0.00183105
0.00244141,-0.12619,-0.0012207,-0.00366211,-0.000610352,-0.00244141
0.00244141,-0.124969,-0.000610352,-0.00244141,-0,-0.00183105
0.00244141,-0.12558,0,-0.00183105,0.000762939,-0.00305176
0.00366211,-0.127411,-0.00183105,-0.00305176,0.000762939,0.000610352
0.00244141,-0.126801,-0.0012207,-0.00244141,-0,-0
0.00366211,-0.128021,-0.00183105,-0.00244141,-0,-0.000610352
0.00305176,-0.12558,-0.000610352,-0.0012207,-0,-0.00183105
0.0012207,-0.124359,-0.00183105,-0.00305176,-0.00183105,-0.00244141
0.00244141,-0.12558,0.000610352,-0.0012207,0.00198364,-0.00183105
0.00305176,-0.127411,-0.0012207,-0.00305176,-0,-0.00183105
0.00488281,-0.126801,-0.0012207,-0.00244141,-0.0012207,-0.0012207
0.00427246,-0.124359,0,-0.00305176,0.000762939,-0.00183105
0.00366211,-0.128021,-0.0012207,-0.00183105,0.00259399,-0.0012207
0.00549316,-0.127411,-0.00183105,-0.00183105,-0.000610352,-0.000610352
0.00305176,-0.12619,-0.00244141,-0.00244141,0.00137329,-0.00183105
0.0012207,-0.124359,-0.000610352,-0.00244141,0.000762939,-0.00366211
0.0012207,-0.12619,-0.00183105,-0.000610352,-0.00183105,-0.0012207
0.00366211,-0.12619,-0.00244141,-0.00244141,0.000762939,-0
0.00244141,-0.124359,-0.000610352,-0.00244141,0.00198364,-0.00183105
0.00183105,-0.127411,-0.000610352,-0.00244141,-0.00183105,-0.00305176
0.00366211,-0.12619,-0.00366211,-0.00244141,-0,-0.00244141
0.00305176,-0.128021,0.0012207,-0.0012207,-0.000610352,-0.00244141
0.00366211,-0.12558,-0.00305176,-0.00305176,0.00137329,0.000610352
0.00366211,-0.12558,-0.00305176,-0.00305176,0.00137329,0.000610352
0.00366211,-0.12558,-0.0012207,-0.00183105,-0,-0.0012207
0.00305176,-0.12558,-0.0012207,-0.00305176,-0,-0.00244141
0.00366211,-0.126801,0.000610352,-0.00183105,-0.000610352,-0
0.00549316,-0.12558,-0.00183105,-0.0012207,-0,-0.0012207
0.00366211,-0.127411,-0.0012207,-0,0.00137329,-0.00244141
0.00244141,-0.123138,-0.00244141,-0.0012207,-0.0012207,-0.00366211
0.00244141,-0.124969,-0.000610352,-0.00366211,-0,-0.00366211
0.0012207,-0.124969,0.000610352,-0.00183105,-0,-0.00366211
0.00366211,-0.124969,-0.00183105,-0.0012207,-0,-0.00183105
